open;high;low;close;volume;marketCap;timestamp
2.831619978;3.5366098881;2.5211200714;2.7721199989;164329;166610555.018;"2015-08-07T00:00:00.000Z"
0.7139890194;0.7298539877;0.6365460157;0.7084479928;405283;42818364.3945;"2015-08-10T00:00:00.000Z"
1.8109200001;2.261879921;1.7547500134;1.8278700113;4637030;110672321.811;"2015-08-14T00:00:00.000Z"
1.215299964;1.3311599493;1.0870499611;1.0870499611;1485680;78868413.078;"2015-08-18T00:00:00.000Z"
1.3962899446;1.4764100313;1.3526799679;1.3792300224;948310;100201825.662;"2015-08-22T00:00:00.000Z"
1.1327899694;1.2024799585;1.0618300438;1.1599800587;1056750;84390923.5384;"2015-08-26T00:00:00.000Z"
1.1829899549;1.3679900169;1.170609951;1.3192700148;1337650;96097349.1063;"2015-08-30T00:00:00.000Z"
1.2951899767;1.3099900484;1.2110300064;1.2649300098;702991;92234142.4838;"2015-09-03T00:00:00.000Z"
1.2958999872;1.3054800034;1.2378499508;1.2466499805;489014;91020734.5517;"2015-09-07T00:00:00.000Z"
1.1649700403;1.1690700054;0.9406750202;0.9829779863;1942600;71868264.5796;"2015-09-11T00:00:00.000Z"
0.8751890063;1.0455399752;0.8751890063;0.9444100261;703390;69141408.7519;"2015-09-15T00:00:00.000Z"
0.8496029973;0.9118829966;0.8337839842;0.882390976;386988;64687991.9997;"2015-09-19T00:00:00.000Z"
0.9193369746;0.9193369746;0.8652250171;0.9017959833;487914;66180153.1012;"2015-09-22T00:00:00.000Z"
0.7376300097;0.7875440121;0.7093279958;0.7859640121;369620;57759115.3858;"2015-09-26T00:00:00.000Z"
0.6611919999;0.746721983;0.6358609796;0.7386440039;619926;54351468.2396;"2015-09-30T00:00:00.000Z"
0.6863430142;0.6931260228;0.6607159972;0.6683790088;103497;49249082.5282;"2015-10-04T00:00:00.000Z"
0.6095010042;0.633138001;0.5919709802;0.6217160225;310266;45872836.6492;"2015-10-08T00:00:00.000Z"
0.6345149875;0.6577889919;0.6260300279;0.6260300279;109567;46253823.0733;"2015-10-12T00:00:00.000Z"
0.5625929832;0.5688610077;0.5225329995;0.5364949703;249891;39691829.0675;"2015-10-16T00:00:00.000Z"
0.4896290004;0.5018979907;0.4316479862;0.4348289967;383921;32213626.1748;"2015-10-20T00:00:00.000Z"
0.5396810174;0.5773959756;0.5186880231;0.5635899901;258356;41809763.8084;"2015-10-24T00:00:00.000Z"
0.8709380031;1.0557899475;0.807856977;1.0024800301;2373050;74469863.8755;"2015-10-28T00:00:00.000Z"
0.9208469987;1.0767400265;0.899082005;1.055670023;588913;78530262.549;"2015-11-01T00:00:00.000Z"
0.9006990194;0.9912589788;0.8603820205;0.8956369758;1179840;66716645.436;"2015-11-05T00:00:00.000Z"
0.9156609774;1.0326800346;0.9156609774;1.0274699926;1021460;76614487.7911;"2015-11-08T00:00:00.000Z"
0.7964550257;0.913918972;0.7635099888;0.8957110047;806156;66880152.2126;"2015-11-12T00:00:00.000Z"
0.9061660171;0.9447320104;0.8919709921;0.9289619923;620945;69458010.7886;"2015-11-16T00:00:00.000Z"
0.9557350278;0.9557350278;0.8985760212;0.9249200225;614335;69247997.803;"2015-11-20T00:00:00.000Z"
0.946442008;0.9480550289;0.8959310055;0.900191009;524195;67487355.7273;"2015-11-24T00:00:00.000Z"
0.8681020141;0.9292929769;0.8621219993;0.9157029986;462464;68742122.2709;"2015-11-28T00:00:00.000Z"
0.8731709719;0.8780170083;0.8189240098;0.8212100267;506307;61730774.9273;"2015-12-02T00:00:00.000Z"
0.8664169908;0.8824359775;0.8331149817;0.8355000019;443608;62889050.4198;"2015-12-06T00:00:00.000Z"
0.7955899835;0.8615900278;0.7872909904;0.840395987;369589;63342630.2743;"2015-12-10T00:00:00.000Z"
0.956619978;1.013100028;0.9501780272;0.9930220246;563436;74947759.9932;"2015-12-14T00:00:00.000Z"
0.9383270144;0.9394930005;0.9080809951;0.9201269746;300787;69538662.8935;"2015-12-18T00:00:00.000Z"
0.89497298;0.9095259905;0.8620589972;0.8642020226;454249;65398931.8457;"2015-12-22T00:00:00.000Z"
0.8619930148;0.8825560212;0.8619930148;0.8703629971;187114;65931377.2101;"2015-12-25T00:00:00.000Z"
0.8438349962;0.8730540276;0.8332319856;0.8730540276;215742;66222901.1746;"2015-12-29T00:00:00.000Z"
0.9474009871;0.9696369767;0.9365599751;0.9371240139;255504;71176658.0546;"2016-01-02T00:00:00.000Z"
0.9500280023;0.9606590271;0.9357079864;0.9508600235;308791;72317149.0648;"2016-01-06T00:00:00.000Z"
0.9855570197;1.0010299683;0.9750990272;0.9992309809;390888;76097646.3736;"2016-01-10T00:00:00.000Z"
1.1220999956;1.1895899773;1.1031899452;1.1895899773;751961;90714398.6816;"2016-01-14T00:00:00.000Z"
1.3323099613;1.5428999662;1.3222199678;1.4263399839;4278930;108912541.749;"2016-01-18T00:00:00.000Z"
1.5470299721;1.5814599991;1.4658800364;1.5012700558;1567240;114784064.878;"2016-01-22T00:00:00.000Z"
2.5327401161;2.836990118;1.99477005;2.2763700485;13939200;174275655.892;"2016-01-26T00:00:00.000Z"
2.5077199936;2.6118099689;2.3989200592;2.4450600147;3725080;187435391.2;"2016-01-30T00:00:00.000Z"
2.4319300652;2.5401699543;2.3416199684;2.5286900997;3987750;194099729.616;"2016-02-03T00:00:00.000Z"
2.5364100933;3.0581901073;2.5363800526;2.9643399715;7007060;227838892.268;"2016-02-07T00:00:00.000Z"
4.0005497932;4.8614401817;3.7830998898;4.4362602234;28640400;341305129.282;"2016-02-10T00:00:00.000Z"
5.4043297768;5.4650602341;4.4457101822;5.2397298813;11226500;403647764.301;"2016-02-14T00:00:00.000Z"
3.7746999264;4.7705698013;3.4208800793;4.3991298676;17054000;339328346.46;"2016-02-18T00:00:00.000Z"
4.664949894;5.6457099915;4.6352500916;5.6164999008;15056200;433798973.55;"2016-02-22T00:00:00.000Z"
6.0378298759;6.2687501907;5.7390499115;5.92166996;9526860;457966534.807;"2016-02-26T00:00:00.000Z"
6.3193101883;7.9086399078;6.3088498116;7.6536898613;23098100;592677992.715;"2016-03-01T00:00:00.000Z"
10.370300293;12.2740001678;9.9729003906;11.0037002563;56439600;853205226.207;"2016-03-05T00:00:00.000Z"
9.7924203873;12.0546998978;9.6709899902;11.8979997635;27540500;923733301.053;"2016-03-09T00:00:00.000Z"
13.5101995468;15.2571001053;13.4673995972;14.4750003815;43915100;1125287882.35;"2016-03-13T00:00:00.000Z"
12.5586996078;12.6435003281;10.4426002502;11.0815000534;41650600;865792702.512;"2016-03-17T00:00:00.000Z"
10.3037004471;12.0149002075;10.1616001129;11.8641004562;28572600;928428769.976;"2016-03-21T00:00:00.000Z"
12.442199707;12.5016002655;10.8035001755;11.2349996567;26081800;881027910.325;"2016-03-24T00:00:00.000Z"
10.4314002991;11.8613004684;10.407500267;11.665599823;23188300;916272915.524;"2016-03-28T00:00:00.000Z"
11.4006004333;11.850399971;11.4006004333;11.663599968;11373100;917590806.482;"2016-04-01T00:00:00.000Z"
11.2124996185;11.2124996185;10.1346998215;10.4380998611;20557300;822498173.198;"2016-04-05T00:00:00.000Z"
9.6942300797;10.0888996124;9.0681400299;9.1506204605;16194800;722193576.139;"2016-04-09T00:00:00.000Z"
7.4413599968;8.7197704315;7.0692200661;8.0444202423;31403300;635899506.815;"2016-04-13T00:00:00.000Z"
8.6231899261;9.7019996643;8.5607795715;9.3091001511;24619600;737045140.416;"2016-04-17T00:00:00.000Z"
8.4534597397;8.721830368;7.962220192;8.1021699905;13355400;642511136.687;"2016-04-21T00:00:00.000Z"
8.0077695847;8.0945997238;7.2365098;7.5543398857;18239900;600026226.343;"2016-04-25T00:00:00.000Z"
7.2070298195;7.7309598923;7.171889782;7.4572901726;8762080;593261113.86;"2016-04-29T00:00:00.000Z"
10.1651000977;10.1651000977;9.279800415;9.3112697601;21463900;741932869.154;"2016-05-03T00:00:00.000Z"
9.3156499863;9.4757900238;9.212100029;9.3705101013;10806500;747838842.426;"2016-05-07T00:00:00.000Z"
9.2826499939;9.4790201187;9.2613601685;9.3615198135;9321790;748013845.869;"2016-05-10T00:00:00.000Z"
10.5051002502;10.6149997711;9.8079204559;10.2397003174;18808000;819487227.993;"2016-05-14T00:00:00.000Z"
12.1793003082;14.2589998245;12.1793003082;13.5586004257;65389900;1086834953.88;"2016-05-18T00:00:00.000Z"
14.0404996872;14.3464002609;13.7658004761;14.2861003876;17938900;1146979483.67;"2016-05-22T00:00:00.000Z"
12.5160999298;12.9865999222;12.0592002869;12.4303998947;20764000;999589701.576;"2016-05-26T00:00:00.000Z"
12.3253002167;12.8805999756;12.2658004761;12.7252998352;14733800;1024940354.04;"2016-05-30T00:00:00.000Z"
13.7428998947;13.8738002777;13.2543001175;13.8466997147;22981500;1117035879.01;"2016-06-03T00:00:00.000Z"
13.9453001022;14.5120000839;13.8145999908;14.5120000839;21421600;1172565099.45;"2016-06-07T00:00:00.000Z"
13.9090995789;14.1915998459;13.7202997208;14.1915998459;12176500;1148494818.34;"2016-06-11T00:00:00.000Z"
18.9053001404;18.9053001404;17.7094993591;18.3542995453;19393400;1487730474.69;"2016-06-15T00:00:00.000Z"
11.1673002243;13.182100296;10.63560009;12.2341995239;69783600;993283674.21;"2016-06-19T00:00:00.000Z"
13.2156000137;13.7910995483;12.5640001297;13.676199913;30806400;1112111665.09;"2016-06-23T00:00:00.000Z"
14.2610998154;14.3739004135;13.6564998627;13.8501996994;14747600;1127593039.55;"2016-06-26T00:00:00.000Z"
12.6028995514;12.741900444;12.2536001205;12.4615001678;15801300;1016130567;"2016-06-30T00:00:00.000Z"
11.696100235;11.880200386;11.3894996643;11.4709997177;12943500;936840409.548;"2016-07-04T00:00:00.000Z"
10.1153001785;11.5248003006;9.9612598419;11.3945999146;20039800;932056895.885;"2016-07-08T00:00:00.000Z"
10.4469995499;10.7620000839;10.4258003235;10.5160999298;11127700;861548336.654;"2016-07-12T00:00:00.000Z"
11.9194002151;11.9358997345;11.5923995972;11.6527996063;10445700;956165957.941;"2016-07-16T00:00:00.000Z"
11.5902004242;12.991399765;11.5669002533;12.4505996704;60226100;1023222623.52;"2016-07-20T00:00:00.000Z"
14.295800209;14.4373998642;12.3161001205;12.7495002747;77750800;1049423539.09;"2016-07-24T00:00:00.000Z"
12.9791002274;12.9882001877;12.4926996231;12.8436002731;24603900;1058813508.68;"2016-07-28T00:00:00.000Z"
11.8948001862;12.0136995316;10.9415998459;10.9415998459;23999500;903408507.185;"2016-08-01T00:00:00.000Z"
11.0190000534;11.1764001846;10.7631998062;10.9253997803;15487900;903471434.653;"2016-08-05T00:00:00.000Z"
11.274600029;12.4546003342;11.1999998093;12.2442998886;36656600;1014113083.85;"2016-08-09T00:00:00.000Z"
11.6888999939;12.0416002274;11.6351003647;11.7784996033;13690100;976670290.455;"2016-08-12T00:00:00.000Z"
11.2286996841;11.2372999191;11.0027999878;11.1396999359;7051510;925130735.406;"2016-08-16T00:00:00.000Z"
10.7501001358;11.3007001877;10.7490997314;11.2474002838;7443540;935523907.579;"2016-08-20T00:00:00.000Z"
11.0242996216;11.1546001434;11.0094995499;11.0360002518;4423420;919368975.499;"2016-08-24T00:00:00.000Z"
11.1470003128;11.1470003128;10.9200000763;10.9293003082;5303040;911883241.028;"2016-08-28T00:00:00.000Z"
11.6704998016;12.5815000534;11.6485004425;11.9948997498;24051500;1002322693.97;"2016-09-01T00:00:00.000Z"
11.6805000305;11.806599617;11.5939998627;11.7170000076;5724100;980599518.242;"2016-09-05T00:00:00.000Z"
11.4125003815;11.6800003052;11.3868999481;11.6527996063;6109200;976718523.856;"2016-09-09T00:00:00.000Z"
11.8886995316;12.0855998993;11.8808002472;11.9187002182;11704300;1000535934.04;"2016-09-13T00:00:00.000Z"
12.5581998825;12.7629995346;12.4423999786;12.6985998154;7446610;1067645132.84;"2016-09-17T00:00:00.000Z"
14.4341001511;14.4341001511;13.1702003479;13.7685003281;28645000;1159365902.45;"2016-09-21T00:00:00.000Z"
12.8524999619;13.1075000763;12.7974996567;13.1008996964;5283440;1104901553.18;"2016-09-25T00:00:00.000Z"
13.1073999405;13.4837999344;13.0812997818;13.2748003006;10239000;1120893441.39;"2016-09-28T00:00:00.000Z"
13.1801996231;13.2959003448;13.1430997849;13.1997003555;4079660;1116323114.84;"2016-10-02T00:00:00.000Z"
13.0263004303;13.1436004639;12.6868000031;12.8542995453;12044800;1088798918.13;"2016-10-06T00:00:00.000Z"
12.0607004166;12.0621995926;11.6239995956;11.7554998398;10809200;997363894.952;"2016-10-10T00:00:00.000Z"
11.9891004562;12.0740003586;11.8958997726;11.9381999969;4333510;1014456176.48;"2016-10-14T00:00:00.000Z"
11.9959001541;12.9278001785;11.9959001541;12.5885000229;18864200;1071362740.94;"2016-10-18T00:00:00.000Z"
12.1803998947;12.190199852;11.9540996552;12.0714998245;7583820;1028949804.39;"2016-10-22T00:00:00.000Z"
11.3840999603;11.6625003815;11.3840999603;11.531999588;10221800;984429110.077;"2016-10-26T00:00:00.000Z"
10.4281997681;11.4537000656;10.2948999405;11.182800293;16694900;956007453.652;"2016-10-30T00:00:00.000Z"
10.7976999283;11.1075000763;10.7623996735;10.8009996414;15228600;924716659.063;"2016-11-03T00:00:00.000Z"
10.9036998749;10.956700325;10.7842998505;10.8087997437;5992480;926761430.161;"2016-11-07T00:00:00.000Z"
10.6746997833;10.6771001816;10.513299942;10.5244998932;4253980;903380023.603;"2016-11-10T00:00:00.000Z"
10.0981998444;10.1570997238;9.9560403824;9.9664802551;3573250;856753360.514;"2016-11-14T00:00:00.000Z"
9.9883499146;10.0060997009;9.4761600494;9.4761600494;10816100;815806831.578;"2016-11-18T00:00:00.000Z"
9.6257600784;10.2388000488;9.5910997391;9.9057197571;11284400;854053527.945;"2016-11-22T00:00:00.000Z"
9.4164304733;9.5010299683;9.3107500076;9.3281097412;3505990;805474197.902;"2016-11-26T00:00:00.000Z"
8.1554803848;8.7511301041;8.1554803848;8.5875396729;10626600;742664775.158;"2016-11-30T00:00:00.000Z"
7.903429985;7.9477701187;7.4436798096;7.4436798096;8450790;644685715.26;"2016-12-04T00:00:00.000Z"
8.3835000992;8.8613300323;8.230509758;8.230509758;16042700;713877391.353;"2016-12-08T00:00:00.000Z"
8.1923599243;8.6063299179;8.1650800705;8.5222101212;9119700;740255865.722;"2016-12-12T00:00:00.000Z"
7.8590397835;7.9347701073;7.8044700623;7.8582100868;5178610;683575806.439;"2016-12-16T00:00:00.000Z"
7.6336798668;7.7459001541;7.5715999603;7.6600399017;6313550;667309961.101;"2016-12-20T00:00:00.000Z"
7.1524200439;7.4054298401;7.1524200439;7.2657699585;7626020;633871896.431;"2016-12-24T00:00:00.000Z"
7.2763700485;7.3225798607;7.0904698372;7.1708202362;8778610;626268701.017;"2016-12-27T00:00:00.000Z"
8.1511497498;8.1585597992;7.9093799591;7.9690999985;9066800;696993600.01;"2016-12-31T00:00:00.000Z"
9.7092895508;11.2763996124;9.5598096848;11.2516002655;41051200;985515893.451;"2017-01-04T00:00:00.000Z"
9.8725795746;10.3948001862;9.8289003372;10.2897996902;16676600;902576769.005;"2017-01-08T00:00:00.000Z"
9.7213897705;10.0839996338;9.1755800247;9.8613300323;30453800;866237621.961;"2017-01-12T00:00:00.000Z"
9.8835296631;9.9259195328;9.5835695267;9.6365003586;14937400;847706512.703;"2017-01-16T00:00:00.000Z"
10.3867998123;10.7627000809;10.3521003723;10.6006002426;10992800;933854252.254;"2017-01-20T00:00:00.000Z"
10.7278995514;10.7722997665;10.5712995529;10.6324996948;8327330;938004330.343;"2017-01-24T00:00:00.000Z"
10.5382995605;10.5832004547;10.4293003082;10.5649995804;6580700;933378689.534;"2017-01-28T00:00:00.000Z"
10.7412996292;10.8472003937;10.556599617;10.7320995331;12852200;949491718.191;"2017-02-01T00:00:00.000Z"
11.442199707;11.4861001968;11.3169002533;11.3529996872;5942960;1005855020.81;"2017-02-05T00:00:00.000Z"
11.4358997345;11.5979995728;10.6745004654;11.0321998596;18400300;978825689.733;"2017-02-09T00:00:00.000Z"
11.3533000946;11.4013004303;11.3039999008;11.3992004395;6264900;1012466457.08;"2017-02-12T00:00:00.000Z"
12.920999527;12.920999527;12.5446996689;12.9036998749;38002600;1147726667.72;"2017-02-16T00:00:00.000Z"
12.7651996613;12.8966999054;12.430100441;12.430100441;12994400;1107158285.28;"2017-02-20T00:00:00.000Z"
13.1343002319;13.2322998047;12.8828001022;13.0691995621;19574400;1165715764.87;"2017-02-24T00:00:00.000Z"
15.4506998062;16.0594005585;15.1232995987;15.817199707;65478900;1412825288.28;"2017-02-28T00:00:00.000Z"
19.5170993805;20.0550003052;18.6189002991;18.6189002991;27341900;1665411582.58;"2017-03-04T00:00:00.000Z"
18.8824996948;18.8824996948;16.6513004303;16.6513004303;44304600;1491498829.93;"2017-03-08T00:00:00.000Z"
21.4648990631;23.4377002716;21.3794994354;23.4377002716;74628896;2102276260.29;"2017-03-12T00:00:00.000Z"
35.3572998047;47.1697998047;35.3572998047;46.3457984924;454417984;4162873752.48;"2017-03-16T00:00:00.000Z"
44.8335990906;46.2289009094;42.4446983337;43.3902015686;154700992;3902862599.06;"2017-03-20T00:00:00.000Z"
43.6380004883;54.1447982788;43.2056999207;53.1074981689;297046016;4783511279.96;"2017-03-24T00:00:00.000Z"
49.7103996277;50.9562988281;49.1450996399;50.7748985291;97745296;4579693492.83;"2017-03-28T00:00:00.000Z"
51.7537002563;51.7682991028;47.3802986145;50.0373001099;151416000;4517835716.46;"2017-03-31T00:00:00.000Z"
43.9217987061;45.7396011353;41.7218017578;44.6418991089;157568000;4036201193.54;"2017-04-04T00:00:00.000Z"
41.7984008789;45.2052993774;41.7308006287;44.3070983887;74138800;4011422381.1;"2017-04-08T00:00:00.000Z"
43.4627990723;47.2319984436;43.1100006104;46.2873001099;88045696;4196302993.71;"2017-04-12T00:00:00.000Z"
49.0377998352;49.1431007385;48.1873016357;48.71849823;31343800;4422644315.05;"2017-04-16T00:00:00.000Z"
48.1323013306;49.9889984131;48.1323013306;49.6721992493;79600896;4515241562.83;"2017-04-20T00:00:00.000Z"
48.8666992188;50.1814002991;48.8666992188;50.03150177;55580600;4553943109.04;"2017-04-24T00:00:00.000Z"
62.2268981934;70.846496582;62.1332015991;70.1592025757;346545984;6394355247.08;"2017-04-28T00:00:00.000Z"
76.6533966064;79.353302002;74.3768005371;77.2638015747;193772992;7050941746.05;"2017-05-02T00:00:00.000Z"
94.9121017456;97.8759002686;90.9501037598;97.8134994507;151462000;8937843150.73;"2017-05-06T00:00:00.000Z"
91.1511001587;92.8469009399;85.2863006592;89.5249023438;145602000;8191083679.73;"2017-05-10T00:00:00.000Z"
90.87159729;91.248298645;89.6060028076;90.7864990234;66046600;8317148600.72;"2017-05-14T00:00:00.000Z"
89.2502975464;91.269203186;84.4300003052;89.8603973389;183031008;8239948168.78;"2017-05-17T00:00:00.000Z"
127.5370025635;159.0260009766;125.888999939;157.93699646;570361024;14500421528.6;"2017-05-21T00:00:00.000Z"
189.8489990234;210.9839935303;170.5070037842;174.4459991455;943636992;16036165876.8;"2017-05-25T00:00:00.000Z"
170.1349945068;197.1260070801;164.5299987793;194.908996582;718828032;17939882188.9;"2017-05-29T00:00:00.000Z"
222.2859954834;229.4109954834;219.5839996338;223.7749938965;469532000;20622162298.6;"2017-06-02T00:00:00.000Z"
248.5989990234;267.5140075684;246.8390045166;264.466003418;741553024;24401181120.6;"2017-06-06T00:00:00.000Z"
282.0140075684;350.2609863281;282.0140075684;337.6679992676;1611629952;31192780483;"2017-06-10T00:00:00.000Z"
397.5889892578;399.324005127;342.2149963379;359.0530090332;1272579968;33208658541.8;"2017-06-14T00:00:00.000Z"
379.5190124512;390.5809936523;368.8439941406;371.4580078125;904702976;34398150200.6;"2017-06-18T00:00:00.000Z"
337.733001709;342.0270080566;330.6220092773;336.3710021973;925766976;31185326164.1;"2017-06-22T00:00:00.000Z"
302.9549865723;311.4580078125;238.6490020752;272.691986084;2081810048;25309759967.6;"2017-06-26T00:00:00.000Z"
328.3659973145;330.7080078125;297.3729858398;302.8829956055;1508579968;28136918558.1;"2017-06-29T00:00:00.000Z"
288.4140014648;291.1040039063;281.175994873;282.8980102539;851408000;26310761677.2;"2017-07-03T00:00:00.000Z"
270.3500061035;273.9429931641;244.1739959717;245.9909973145;687251968;22900134646.4;"2017-07-07T00:00:00.000Z"
211.5249938965;220.2910003662;183.391998291;197.404006958;1440950016;18401040700.6;"2017-07-11T00:00:00.000Z"
199.7089996338;200.1609954834;170.6549987793;170.6549987793;810451968;15923953592.6;"2017-07-15T00:00:00.000Z"
234.9409942627;245.6510009766;191.7449951172;199.7030029297;2328790016;18653610728.8;"2017-07-19T00:00:00.000Z"
229.1230010986;231.6799926758;217.7220001221;225.9510040283;649614976;21127295408.6;"2017-07-23T00:00:00.000Z"
204.8560028076;206.4440002441;201.2599945068;204.3179931641;393283008;19124468250.3;"2017-07-27T00:00:00.000Z"
197.4049987793;203.8710021973;193.4109954834;203.8710021973;569414016;19102596754.5;"2017-07-31T00:00:00.000Z"
225.3079986572;227.6210021973;222.0570068359;223.0729980469;539782976;20920682038;"2017-08-04T00:00:00.000Z"
269.1000061035;298.9070129395;266.7959899902;296.7690124512;1502409984;27857712298.9;"2017-08-08T00:00:00.000Z"
308.7099914551;317.5599975586;307.8959960938;310.6010131836;1111650048;29183139234.1;"2017-08-12T00:00:00.000Z"
299.9519958496;300.408996582;279.3269958496;289.8179931641;1051800000;27249639651.1;"2017-08-15T00:00:00.000Z"
296.1809997559;301.6669921875;286.183013916;297.4700012207;860201984;27995885730.5;"2017-08-19T00:00:00.000Z"
315.2659912109;324.2099914551;314.5390014648;317.5190124512;811990016;29911326161.9;"2017-08-23T00:00:00.000Z"
334.3569946289;347.8930053711;334.3569946289;347.8930053711;633369984;32799991738.8;"2017-08-27T00:00:00.000Z"
378.4410095215;386.1390075684;376.3540039063;383.0419921875;706254016;36142706813.6;"2017-08-31T00:00:00.000Z"
